Index,Direction,Timesteamp,Name,ID,PGN(H),Addr Src(H),Addr Dst(H),Format,Type,Length,Data,Comment,
1,Receive,31853.7936,--,0000032F,--,--,--,Standard,Data frm,08,50 41 33 30 30 30 30 31 ,,
2,Receive,31853.8495,BMS_FaultEventMatrix,00000608,--,--,--,Standard,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ESS_BMS_extFuseBlown_St_B,0,OK,,0,0,1,1,0,,
,ESS_BMS_PrechgFETFailClose_St_B,0,OK,,0,1,1,1,0,,
,ESS_BMS_PrechgTimeout_St_B,0,OK,,0,3,1,1,0,,
,ESS_BMS_DchFETfailClose_St_B,0,OK,,0,4,1,1,0,,
,ESS_BMS_ChgFETshorted_St_B,0,OK,,0,5,1,1,0,,
,ESS_BMS_DchFETshorted_St_B,0,OK,,0,6,1,1,0,,
,ESS_BMS_FETopenReqVCU_St_B,0,OK,,0,7,1,1,0,,
,ESS_BMS_iOverRegen_St_B,0,OK,,0,8,1,1,0,,
,ESS_BMS_iOverdischarge_St_B,0,OK,,0,9,1,1,0,,
,ESS_BMS_FEToverheat_St_B,0,OK,,0,10,1,1,0,,
,ESS_BMS_AFEcommError_St_B,0,OK,,0,11,1,1,0,,
,ESS_BMS_BrickOvercharge_St_B,0,OK,,0,13,1,1,0,,
,ESS_BMS_BrickOverdischarge_St_B,0,OK,,0,14,1,1,0,,
,ESS_BMS_CapPackLow_St_B,0,OK,,0,15,1,1,0,,
,ESS_BMS_PowerpackInsuffErr_St_B,0,OK,,0,16,1,1,0,,
,ESS_BMS_BrickTempShort_St_B,0,OK,,0,17,1,1,0,,
,ESS_BMS_BrickTempOpen_St_B,0,OK,,0,18,1,1,0,,
,ESS_BMS_AFEfault_St_B,0,OK,,0,19,1,1,0,,
,ESS_BMS_VCUCmdMsgTimeout_St_B,0,OK,,0,20,1,1,0,,
,ESS_BMS_iUndercharge_St_B,0,OK,,0,22,1,1,0,,
,ESS_BMS_iOvercharge_St_B,0,OK,,0,23,1,1,0,,
,ESS_BMS_SenseLoadVoltError_St_B,0,OK,,0,24,1,1,0,,
,ESS_BMS_SenseBrickVoltError_St_B,0,OK,,0,25,1,1,0,,
,ESS_BMS_ChgFETfailClose_St_B,0,OK,,0,27,1,1,0,,
,ESS_BMS_iOverHardware_St_B,0,OK,,0,30,1,1,0,,
,ESS_BMS_SensePackVoltError_St_B,0,OK,,0,31,1,1,0,,
,ESS_BMS_TempChgOverWar_St_B,0,OK,,0,32,1,1,0,,
,ESS_BMS_TempChgOverMod_St_B,0,OK,,0,33,1,1,0,,
,ESS_BMS_TempChgOverSev_St_B,0,OK,,0,34,1,1,0,,
,ESS_BMS_TempChgUnderWar_St_B,0,OK,,0,35,1,1,0,,
,ESS_BMS_TempChgUnderMod_St_B,0,OK,,0,36,1,1,0,,
,ESS_BMS_TempChgUnderSev_St_B,0,OK,,0,37,1,1,0,,
,ESS_BMS_SenseCurrentError_St_B,0,OK,,0,38,1,1,0,,
,ESS_BMS_vBrickUnderWar_St_B,0,OK,,0,40,1,1,0,,
,ESS_BMS_vBrickUnderMod_St_B,0,OK,,0,41,1,1,0,,
,ESS_BMS_vBrickUnderSev_St_B,0,OK,,0,42,1,1,0,,
,ESS_BMS_vBrickOverWar_St_B,0,OK,,0,43,1,1,0,,
,ESS_BMS_vBrickOverMod_St_B,0,OK,,0,44,1,1,0,,
,ESS_BMS_vBrickOverSev_St_B,0,OK,,0,45,1,1,0,,
,ESS_BMS_vBrickImbalance_St_B,0,OK,,0,46,1,1,0,,
,ESS_BMS_TempBrickImbalance_St_B,0,OK,,0,47,1,1,0,,
,ESS_BMS_TempDchgUnderWar_St_B,0,OK,,0,56,1,1,0,,
,ESS_BMS_TempDchgUnderSev_St_B,0,OK,,0,57,1,1,0,,
,ESS_BMS_TempDchgUnderMod_St_B,0,OK,,0,58,1,1,0,,
,ESS_BMS_TempDchgOverWar_St_B,0,OK,,0,59,1,1,0,,
,ESS_BMS_TempDchgOverSev_St_B,0,OK,,0,60,1,1,0,,
,ESS_BMS_TempDchgOverMod_St_B,0,OK,,0,61,1,1,0,,
,ESS_BMS_PrechgLoadShort_St_B,0,OK,,0,62,1,1,0,,
3,Receive,31853.8414,BMS_Overview,00000600,--,--,--,Standard,Data frm,08,94 19 52 B1 FF B9 28 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CKSUM1_1536,152,--,,98,0,8,1,0,,
,ESS_BMS_MainFETState_St_B,1,CLOSE,,1,8,1,1,0,,
,ESS_BMS_State_St_enum,4,CHARGE,,4,9,3,1,0,,
,CTROLL_1536,0,--,,0,12,4,1,0,,
,ESS_BMS_PreChgFETState_St_B,0,OPEN,,0,23,1,1,0,,
,ESS_BMS_Voltage_Act_V,52.91V,--,,14AB,26,13,0.01,0,,
,ESS_BMS_iPack_Act_A,0A,--,,FFDC,41,17,0.01,-655,,
,ESS_BMS_Temperature_Act_degC,44degC,--,,128,48,9,0.25,-30,,
,ESS_BMS_vBrickUnderSev_St_B,0,OK,,0,56,1,1,0,,
,ESS_BMS_vBrickUnderMod_St_B,0,OK,,0,57,1,1,0,,
,ESS_BMS_vBrickUnderWar_St_B,0,OK,,0,58,1,1,0,,
,ESS_BMS_vBrickOverSev_St_B,0,OK,,0,60,1,1,0,,
,ESS_BMS_vBrickOverMod_St_B,0,OK,,0,61,1,1,0,,
,ESS_BMS_vBrickOverWar_St_B,0,OK,,0,62,1,1,0,,
4,Receive,31853.7633,BMS_Charge,00000601,--,--,--,Standard,Data frm,08,3E D9 20 00 00 00 3F F8 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CKSUM1_1537,174,--,,AE,0,8,1,0,,
,CTROLL_1537,4,--,,4,12,4,1,0,,
,ESS_BMS_ChgLimit_Max_V,58.40000000000001V,--,,248,18,10,0.1,0,,
,ESS_BMS_ChgLimitCont_Max_A,0A,--,,0,37,13,0.1,0,,
,ESS_BMS_ChgLimitPeak_Max_A,0A,--,,0,40,13,0.1,0,,
,ESS_BMS_ChgEnable_St_B,1,ENABLE,,1,52,1,1,0,,
,ESS_BMS_ChgMode_St_enum,1,CC,,1,53,3,1,0,,
,ESS_BMS_ChgDerateReason_St_enum,0,NONE,,0,56,3,1,0,,
,ESS_BMS_ChgRemainingTime_Est_min,1022min,--,,1FF,59,9,2,0,,
