Index,Direction,Timesteamp,Name,ID,PGN(H),Addr Src(H),Addr Dst(H),Format,Type,Length,Data,Comment,
1,Receive,86205.3077,BMS_Cell_Voltage_info22,00000164,--,--,--,Standard,Data frm,08,E6 0C E7 0C E6 0C E6 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage85,3.303V,--,,CE7,0,16,0.001,0,,
,BMS_CellVoltage86,3.303V,--,,CE7,16,16,0.001,0,,
,BMS_CellVoltage87,3.302V,--,,CE6,32,16,0.001,0,,
,BMS_CellVoltage88,3.303V,--,,CE7,48,16,0.001,0,,
2,Receive,86205.3117,BMS_Cell_Voltage_info23,00000165,--,--,--,Standard,Data frm,08,E6 0C E6 0C E6 0C E7 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage89,3.302V,--,,CE6,0,16,0.001,0,,
,BMS_CellVoltage90,3.302V,--,,CE6,16,16,0.001,0,,
,BMS_CellVoltage91,3.302V,--,,CE6,32,16,0.001,0,,
,BMS_CellVoltage92,3.302V,--,,CE6,48,16,0.001,0,,
3,Receive,86205.3159,BMS_Cell_Voltage_info24,00000166,--,--,--,Standard,Data frm,08,E6 0C E6 0C E5 0C E3 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage93,3.302V,--,,CE6,0,16,0.001,0,,
,BMS_CellVoltage94,3.302V,--,,CE6,16,16,0.001,0,,
,BMS_CellVoltage95,3.302V,--,,CE6,32,16,0.001,0,,
,BMS_CellVoltage96,3.3V,--,,CE4,48,16,0.001,0,,
4,Receive,86205.3237,BMS_States,00000120,--,--,--,Standard,Data frm,08,98 4B 00 00 04 01 3B 01 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Checksum_120,152,--,,98,0,8,1,0,,
,MessageCounter_120,11,--,,B,8,4,1,0,,
,BMS_PackState,4,HV_Active,,4,12,4,1,0,,
,BMS_JunctionBoxStatus,0,Init,,0,32,2,1,0,,
,BMS_IVM_State,1,ISO_on,,1,34,2,1,0,,
,BMS_RequestCooling,0,off,,0,36,2,1,0,,
,BMS_BalanceStatus,0,Balance Inactive,,0,38,2,1,0,,
,IGN_Relay_Status,1,1: on,,1,40,1,1,0,,
,BMS_DCBusVoltage,315V,--,,13B,48,16,1,0,,
5,Receive,86205.3239,BMS_V_I_RISO,00000121,--,--,--,Standard,Data frm,08,E5 0B 00 00 3D 01 FF 0F ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Checksum_121,229,--,,E5,0,8,1,0,,
,MessageCounter_121,11,--,,B,8,4,1,0,,
,BMS_PackCurrent,0A,--,,0,16,12,1,0,,
,BMS_PackVoltage,317V,--,,13D,32,10,1,0,,
,BMS_SystemIsoRes,4095,--,,FFF,48,12,1,0,,
6,Receive,86205.3241,BMS_VandILimits,00000122,--,--,--,Standard,Data frm,08,31 0B 3B 01 B4 00 5E 01 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Checksum_122,49,--,,31,0,8,1,0,,
,MessageCounter_122,11,--,,B,8,4,1,0,,
,BMS_MaxContDisChrgCurrent,315A,--,,13B,16,9,1,0,,
,BMS_MaxContChrgCurrent,180A,--,,B4,32,9,1,0,,
,BMS_MaxBatVoltAllowed,350V,--,,15E,48,16,1,0,,
7,Receive,86205.2279,BMS_SubPackStatus,00000129,--,--,--,Standard,Data frm,08,00 00 64 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_SOH,100%,--,,64,16,7,1,0,,
,BMS_SubPack0_temp_status,0,Normal_operation,,0,24,2,1,0,,
,BMS_SubPack1_temp_status,0,Normal_operation,,0,26,2,1,0,,
,BMS_SubPack2_temp_status,0,Normal_operation,,0,28,2,1,0,,
,BMS_SubPack3_temp_status,0,Normal_operation,,0,30,2,1,0,,
,BMS_SubPack4_temp_status,0,Normal_operation,,0,32,2,1,0,,
,BMS_SubPack5_temp_status,0,Normal_operation,,0,34,2,1,0,,
,BMS_SubPack6_temp_status,0,Normal_operation,,0,36,2,1,0,,
8,Receive,86205.2281,BMS_AvgTemp,00000142,--,--,--,Standard,Data frm,08,39 39 39 39 39 39 39 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_AvgCellTemp,27,--,,39,0,8,1,-30,,
,Module1_Temp,27,--,,39,8,8,1,-30,,
,Module2_Temp,27,--,,39,16,8,1,-30,,
,Module3_Temp,27,--,,39,24,8,1,-30,,
,Module4_Temp,27,--,,39,32,8,1,-30,,
,Module5_Temp,27,--,,39,40,8,1,-30,,
,Module6_Temp,27,--,,39,48,8,1,-30,,
9,Receive,86205.2284,Battery_ID,18FF2C83,00FF2C,83,--,Extend,Data frm,08,09 00 22 25 A0 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_SV_lowest,9,--,,9,0,8,1,0,,
,BMS_SV_H,0,--,,0,8,8,1,0,,
,BMS_SV_L,34,--,,22,16,8,1,0,,
,BMS_HV_H,37,--,,25,24,8,1,0,,
,BMS_HV_L,160,--,,A0,32,8,1,0,,
10,Receive,86205.2299,BMS_Cell_Voltage_info1,00000143,--,--,--,Standard,Data frm,08,E5 0C E7 0C E7 0C E7 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage1,3.301V,--,,CE5,0,16,0.001,0,,
,BMS_CellVoltage2,3.303V,--,,CE7,16,16,0.001,0,,
,BMS_CellVoltage3,3.303V,--,,CE7,32,16,0.001,0,,
,BMS_CellVoltage4,3.303V,--,,CE7,48,16,0.001,0,,
11,Receive,86205.2301,BMS_Cell_Temp_info1,00000167,--,--,--,Standard,Data frm,08,39 39 39 39 39 39 39 39 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellTemp1,27,--,,39,0,8,1,-30,,
,BMS_CellTemp2,27,--,,39,8,8,1,-30,,
,BMS_CellTemp3,27,--,,39,16,8,1,-30,,
,BMS_CellTemp4,27,--,,39,24,8,1,-30,,
,BMS_CellTemp5,27,--,,39,32,8,1,-30,,
,BMS_CellTemp6,27,--,,39,40,8,1,-30,,
,BMS_CellTemp7,27,--,,39,48,8,1,-30,,
,BMS_CellTemp8,27,--,,39,56,8,1,-30,,
12,Receive,86205.2303,BMS_169,00000169,--,--,--,Standard,Data frm,08,5D 3B 01 32 E5 0C 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_MainNegRLYSts,1,Close,,1,0,1,1,0,,
,BMS_PreRLYSts,0,Open,,0,1,1,1,0,,
,BMS_MainPosRLYSts,1,Close,,1,2,1,1,0,,
,BMS_LowPowerVol,11V,--,,B,3,5,1,0,,
,BMS_ExternalVoltage,315V,--,,13B,8,10,1,0,,
,BMS_RealSOC,50%,--,,32,24,7,1,0,,
,BMS_AvgCellVoltage,3.301V,--,,CE5,32,12,0.001,0,,
13,Receive,86205.2321,BMS_Cell_Voltage_info2,00000144,--,--,--,Standard,Data frm,08,E7 0C E7 0C E6 0C E7 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage5,3.302V,--,,CE6,0,16,0.001,0,,
,BMS_CellVoltage6,3.303V,--,,CE7,16,16,0.001,0,,
,BMS_CellVoltage7,3.303V,--,,CE7,32,16,0.001,0,,
,BMS_CellVoltage8,3.303V,--,,CE7,48,16,0.001,0,,
14,Receive,86205.2325,BMS_Cell_Temp_info2,00000168,--,--,--,Standard,Data frm,08,39 39 39 39 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellTemp9,27,--,,39,0,8,1,-30,,
,BMS_CellTemp10,27,--,,39,8,8,1,-30,,
,BMS_CellTemp11,27,--,,39,16,8,1,-30,,
,BMS_CellTemp12,27,--,,39,24,8,1,-30,,
,BMS_CellTemp13,-30,--,,0,32,8,1,-30,,
,BMS_CellTemp14,-30,--,,0,40,8,1,-30,,
,BMS_CellTemp15,-30,--,,0,48,8,1,-30,,
,BMS_CellTemp16,-30,--,,0,56,8,1,-30,,
15,Receive,86205.2323,BMS_Cell_Voltage_info3,00000145,--,--,--,Standard,Data frm,08,E7 0C E7 0C E7 0C E7 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage9,3.303V,--,,CE7,0,16,0.001,0,,
,BMS_CellVoltage10,3.303V,--,,CE7,16,16,0.001,0,,
,BMS_CellVoltage11,3.303V,--,,CE7,32,16,0.001,0,,
,BMS_CellVoltage12,3.303V,--,,CE7,48,16,0.001,0,,
16,Receive,86205.2359,BMS_Cell_Voltage_info4,00000146,--,--,--,Standard,Data frm,08,E7 0C E6 0C E6 0C E7 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage13,3.302V,--,,CE6,0,16,0.001,0,,
,BMS_CellVoltage14,3.302V,--,,CE6,16,16,0.001,0,,
,BMS_CellVoltage15,3.303V,--,,CE7,32,16,0.001,0,,
,BMS_CellVoltage16,3.303V,--,,CE7,48,16,0.001,0,,
17,Receive,86205.2399,BMS_Cell_Voltage_info5,00000147,--,--,--,Standard,Data frm,08,E6 0C E6 0C E7 0C E7 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage17,3.303V,--,,CE7,0,16,0.001,0,,
,BMS_CellVoltage18,3.303V,--,,CE7,16,16,0.001,0,,
,BMS_CellVoltage19,3.303V,--,,CE7,32,16,0.001,0,,
,BMS_CellVoltage20,3.303V,--,,CE7,48,16,0.001,0,,
18,Receive,86205.2458,BMS_Cell_Voltage_info6,00000148,--,--,--,Standard,Data frm,08,E6 0C E6 0C E7 0C E7 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage21,3.302V,--,,CE6,0,16,0.001,0,,
,BMS_CellVoltage22,3.302V,--,,CE6,16,16,0.001,0,,
,BMS_CellVoltage23,3.303V,--,,CE7,32,16,0.001,0,,
,BMS_CellVoltage24,3.303V,--,,CE7,48,16,0.001,0,,
19,Receive,86205.2478,BMS_Cell_Voltage_info7,00000149,--,--,--,Standard,Data frm,08,E7 0C E7 0C E6 0C E6 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage25,3.303V,--,,CE7,0,16,0.001,0,,
,BMS_CellVoltage26,3.303V,--,,CE7,16,16,0.001,0,,
,BMS_CellVoltage27,3.302V,--,,CE6,32,16,0.001,0,,
,BMS_CellVoltage28,3.302V,--,,CE6,48,16,0.001,0,,
20,Receive,86205.2518,BMS_Cell_Voltage_info8,00000150,--,--,--,Standard,Data frm,08,E6 0C E7 0C E6 0C E6 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage29,3.302V,--,,CE6,0,16,0.001,0,,
,BMS_CellVoltage30,3.303V,--,,CE7,16,16,0.001,0,,
,BMS_CellVoltage31,3.303V,--,,CE7,32,16,0.001,0,,
,BMS_CellVoltage32,3.303V,--,,CE7,48,16,0.001,0,,
21,Receive,86205.2578,BMS_Cell_Voltage_info9,00000151,--,--,--,Standard,Data frm,08,E7 0C E6 0C E7 0C E6 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage33,3.303V,--,,CE7,0,16,0.001,0,,
,BMS_CellVoltage34,3.302V,--,,CE6,16,16,0.001,0,,
,BMS_CellVoltage35,3.303V,--,,CE7,32,16,0.001,0,,
,BMS_CellVoltage36,3.302V,--,,CE6,48,16,0.001,0,,
22,Receive,86205.2598,BMS_Cell_Voltage_info10,00000152,--,--,--,Standard,Data frm,08,E6 0C E7 0C E7 0C E7 0C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage37,3.302V,--,,CE6,0,16,0.001,0,,
,BMS_CellVoltage38,3.303V,--,,CE7,16,16,0.001,0,,
,BMS_CellVoltage39,3.303V,--,,CE7,32,16,0.001,0,,
,BMS_CellVoltage40,3.303V,--,,CE7,48,16,0.001,0,,
